VT("/net14") X,VT("/net14") Y,VT("/I0/net18") X,VT("/I0/net18") Y,VT("/net16") X,VT("/net16") Y,VT("/net17") X,VT("/net17") Y
3.0001e-05,0.8000053247784523,3.0001e-05,0.8000023367449738,3.0001e-05,0.7999898372594001,3.0001e-05,0.8000067604927337
3.000100100500423e-05,0.7999776420560979,3.000100100500423e-05,0.7999953046774235,3.000100100500423e-05,0.7999851727570848,3.000100100500423e-05,0.8000033122529797
3.00010030150127e-05,0.7999517711368599,3.00010030150127e-05,0.7999886521757289,3.00010030150127e-05,0.799975590142441,3.00010030150127e-05,0.8000010085192264
3.000100541396862e-05,0.7999547754590822,3.000100541396862e-05,0.7999880698211863,3.000100541396862e-05,0.7999412705088113,3.000100541396862e-05,0.8000015482241574
3.000100871649223e-05,0.7999528758466354,3.000100871649223e-05,0.7999735131148339,3.000100871649223e-05,0.7998747945099266,3.000100871649223e-05,0.7999916466649745
3.000101208093308e-05,0.7999201559931469,3.000101208093308e-05,0.7999430947437703,3.000101208093308e-05,0.7998561701230761,3.000101208093308e-05,0.7999737952100032
3.000101692888091e-05,0.7998655387050294,3.000101692888091e-05,0.799905835048445,3.000101692888091e-05,0.7998907578315599,3.000101692888091e-05,0.7999548042712245
3.000102172834635e-05,0.7998563028065959,3.000102172834635e-05,0.7999111314655906,3.000102172834635e-05,0.7999253610684832,3.000102172834635e-05,0.7999608810076172
3.000102753012326e-05,0.7998751738448368,3.000102753012326e-05,0.7999358282075721,3.000102753012326e-05,0.7999410665061701,3.000102753012326e-05,0.7999748848249505
3.000102934983372e-05,0.799883728748341,3.000102934983372e-05,0.7999430236068786,3.000102934983372e-05,0.7999493140967358,3.000102934983372e-05,0.799978493469086
3.000103298925463e-05,0.7999228090915943,3.000103298925463e-05,0.7999764177247175,3.000103298925463e-05,0.80002183973487,3.000103298925463e-05,0.799998720414259
3.000103773088931e-05,0.7999975417164751,3.000103773088931e-05,0.8000338589956408,3.000103773088931e-05,0.8001338745078489,3.000103773088931e-05,0.8000308884094032
3.000103894625018e-05,0.8000114040527482,3.000103894625018e-05,0.8000408030747193,3.000103894625018e-05,0.8001360297966654,3.000103894625018e-05,0.8000323814475576
3.000104137697192e-05,0.8000181705355067,3.000104137697192e-05,0.8000335886598701,3.000104137697192e-05,0.800069693838576,3.000104137697192e-05,0.8000239262478167
3.000104454896732e-05,0.8000112915805618,3.000104454896732e-05,0.8000154559573907,3.000104454896732e-05,0.7999832873403885,3.000104454896732e-05,0.8000133605132134
3.000104815061036e-05,0.8000156572662414,3.000104815061036e-05,0.8000173590571801,3.000104815061036e-05,0.8000216583150481,3.000104815061036e-05,0.8000168041755628
3.000105233388704e-05,0.8000278386351576,3.000105233388704e-05,0.8000301286403043,3.000105233388704e-05,0.8000909480496077,3.000105233388704e-05,0.8000244387938255
3.000105695670773e-05,0.8000288990559855,3.000105695670773e-05,0.8000282129246107,3.000105695670773e-05,0.8000745866566412,3.000105695670773e-05,0.800021677431331
3.000106385331699e-05,0.8000073969525509,3.000106385331699e-05,0.8000059332965402,3.000106385331699e-05,0.8000230830106339,3.000106385331699e-05,0.800008313710456
3.000106968821951e-05,0.7999767663663707,3.000106968821951e-05,0.7999826642044866,3.000106968821951e-05,0.7999959875279892,3.000106968821951e-05,0.7999959025424571
3.00010766361842e-05,0.7999467524052012,3.00010766361842e-05,0.799965756375427,3.00010766361842e-05,0.7999933538297785,3.00010766361842e-05,0.7999882474026536
3.000107863074781e-05,0.7999454361184836,3.000107863074781e-05,0.7999675206872295,3.000107863074781e-05,0.8000006054723462,3.000107863074781e-05,0.7999899793198689
3.000108261987505e-05,0.7999443710771508,3.000108261987505e-05,0.7999701612963934,3.000108261987505e-05,0.8000070583019268,3.000108261987505e-05,0.7999914962881879
3.000108951859478e-05,0.7999332967353456,3.000108951859478e-05,0.7999626040315804,3.000108951859478e-05,0.7999997453191593,3.000108951859478e-05,0.7999861937946446
3.000109103272526e-05,0.7999281987350145,3.000109103272526e-05,0.7999580188529352,3.000109103272526e-05,0.7999957370167523,3.000109103272526e-05,0.7999831390112417
3.000109406098621e-05,0.7999227013312132,3.000109406098621e-05,0.7999545310429478,3.000109406098621e-05,0.7999930000774697,3.000109406098621e-05,0.7999815986295895
3.000109931077978e-05,0.7999331310819056,3.000109931077978e-05,0.7999672230934889,3.000109931077978e-05,0.7999975660626178,3.000109931077978e-05,0.7999904056491063
3.000110369742609e-05,0.7999462773678188,3.000110369742609e-05,0.7999779666099965,3.000110369742609e-05,0.7999996891096878,3.000110369742609e-05,0.7999958733035984
3.000111068820488e-05,0.7999892192472501,3.000111068820488e-05,0.8000103401886232,3.000111068820488e-05,0.8000110955983156,3.000111068820488e-05,0.8000141494802647
3.000111230678927e-05,0.7999978480889978,3.000111230678927e-05,0.8000153751571673,3.000111230678927e-05,0.8000120422995364,3.000111230678927e-05,0.8000163385416824
3.000111554395806e-05,0.8000124712913372,3.000111554395806e-05,0.8000226767880114,3.000111554395806e-05,0.8000133431336622,3.000111554395806e-05,0.8000194112271656
3.000111980466664e-05,0.8000334129462151,3.000111980466664e-05,0.8000351332065823,3.000111980466664e-05,0.8000178482228381,3.000111980466664e-05,0.8000263971616096
3.000112537386005e-05,0.8000442829124531,3.000112537386005e-05,0.8000371286448981,3.000112537386005e-05,0.800016320977844,3.000112537386005e-05,0.8000262641364055
3.000112683937853e-05,0.8000446546127026,3.000112683937853e-05,0.8000359919287549,3.000112683937853e-05,0.8000158128240049,3.000112683937853e-05,0.8000255418798811
3.000112977041549e-05,0.8000411242109122,3.000112977041549e-05,0.8000306963239004,3.000112977041549e-05,0.8000138004303368,3.000112977041549e-05,0.8000223049277579
3.000113335953848e-05,0.8000219701074467,3.000113335953848e-05,0.8000124564562302,3.000113335953848e-05,0.800005307792907,3.000113335953848e-05,0.800011072089969
3.000113772155046e-05,0.7999874129874475,3.000113772155046e-05,0.7999846259010551,3.000113772155046e-05,0.7999940507761806,3.000113772155046e-05,0.7999954691795821
3.000113882060543e-05,0.7999815582762224,3.000113882060543e-05,0.7999814960498609,3.000113882060543e-05,0.7999937349704219,3.000113882060543e-05,0.7999945723274595
3.000114101871537e-05,0.7999752789777609,3.000114101871537e-05,0.7999808166991287,3.000114101871537e-05,0.799995796262823,3.000114101871537e-05,0.7999959983316923
3.000114444053294e-05,0.7999604061715903,3.000114444053294e-05,0.7999725498707007,3.000114444053294e-05,0.7999934476702152,3.000114444053294e-05,0.7999911603841755
3.000114836568889e-05,0.7999626734659544,3.000114836568889e-05,0.7999800559640117,3.000114836568889e-05,0.7999998135438841,3.000114836568889e-05,0.7999971221055818
3.000115151907101e-05,0.7999583794328732,3.000115151907101e-05,0.7999774283970404,3.000115151907101e-05,0.7999976396298617,3.000115151907101e-05,0.79999460832345
3.000115653014217e-05,0.7999336189311727,3.000115653014217e-05,0.7999556711925702,3.000115653014217e-05,0.7999859795183192,3.000115653014217e-05,0.7999801614083882
3.000116130909967e-05,0.799906056928819,3.000116130909967e-05,0.799935843810715,3.000116130909967e-05,0.7999800253674059,3.000116130909967e-05,0.7999694073699324
3.000116740649088e-05,0.7999127483182705,3.000116740649088e-05,0.7999517005682488,3.000116740649088e-05,0.7999983284451619,3.000116740649088e-05,0.7999821979375701
3.000117251607021e-05,0.7999337784403623,3.000117251607021e-05,0.7999707596414933,3.000117251607021e-05,0.7999963843758003,3.000117251607021e-05,0.7999922604683787
3.000117442061244e-05,0.7999394898997257,3.000117442061244e-05,0.7999735722592656,3.000117442061244e-05,0.7999881180490001,3.000117442061244e-05,0.7999923488768461
3.000117787700603e-05,0.7999620242182243,3.000117787700603e-05,0.7999905834037015,3.000117787700603e-05,0.7999937055576923,3.000117787700603e-05,0.8000023973536122
3.00011790948866e-05,0.7999732935464348,3.00011790948866e-05,0.7999997011357342,3.00011790948866e-05,0.800001484444147,3.00011790948866e-05,0.8000081392002463
3.000118153064773e-05,0.7999895863549734,3.000118153064773e-05,0.8000103557079895,3.000118153064773e-05,0.8000096233749447,3.000118153064773e-05,0.8000132128656924
3.000118468393372e-05,0.8000038803591983,3.000118468393372e-05,0.8000166705536071,3.000118468393372e-05,0.800011240759451,3.000118468393372e-05,0.8000152070369111
3.00011892721185e-05,0.8000148464517508,3.00011892721185e-05,0.8000191131313901,3.00011892721185e-05,0.8000104887665662,3.00011892721185e-05,0.8000156632756157
3.000119408057011e-05,0.7999952938710341,3.000119408057011e-05,0.7999964418668242,3.000119408057011e-05,0.7999989698196027,3.000119408057011e-05,0.8000008448426943
3.000119908907695e-05,0.7999858208588901,3.000119908907695e-05,0.7999901973355639,3.000119908907695e-05,0.7999991945454487,3.000119908907695e-05,0.7999992549380723
3.000120593377783e-05,0.799981370409811,3.000120593377783e-05,0.7999913229664167,3.000120593377783e-05,0.8000013678741403,3.000120593377783e-05,0.8000013096536435
3.000121227915443e-05,0.7999669124232874,3.000121227915443e-05,0.799980278134285,3.000121227915443e-05,0.7999959460887967,3.000121227915443e-05,0.7999942958097728
3.000121441495598e-05,0.7999614661414286,3.000121441495598e-05,0.7999760430346226,3.000121441495598e-05,0.7999942807217686,3.000121441495598e-05,0.7999918586661182
3.000121868655909e-05,0.7999605676643252,3.000121868655909e-05,0.7999777049330582,3.000121868655909e-05,0.7999962696149228,3.000121868655909e-05,0.7999937953429118
3.00012238852369e-05,0.7999652620851374,3.00012238852369e-05,0.7999833657583524,3.00012238852369e-05,0.7999987274923038,3.00012238852369e-05,0.7999970982904311
3.000122865322308e-05,0.7999681983128866,3.000122865322308e-05,0.7999853780310884,3.000122865322308e-05,0.7999987934851168,3.000122865322308e-05,0.7999978058494985
3.000123381935227e-05,0.7999829068391499,3.000123381935227e-05,0.7999975486587059,3.000123381935227e-05,0.8000037927303765,3.000123381935227e-05,0.8000053944930543
3.000123949727556e-05,0.7999975103771871,3.000123949727556e-05,0.8000070912642546,3.000123949727556e-05,0.8000066008786901,3.000123949727556e-05,0.8000100975660649
3.000124838157364e-05,0.8000096892213284,3.000124838157364e-05,0.8000115858495435,3.000124838157364e-05,0.8000074106254379,3.000124838157364e-05,0.8000115384901318
3.000125157942487e-05,0.8000098153472859,3.000125157942487e-05,0.8000103261737103,3.000125157942487e-05,0.8000069925553771,3.000125157942487e-05,0.8000107491133924
3.000125317835049e-05,0.8000071884653753,3.000125317835049e-05,0.8000072625551216,3.000125317835049e-05,0.8000053623331855,3.000125317835049e-05,0.8000086601192069
3.000125637620172e-05,0.7999963691657641,3.000125637620172e-05,0.799997000568357,3.000125637620172e-05,0.800000698831259,3.000125637620172e-05,0.8000023366437142
3.000126087746019e-05,0.7999790949952168,3.000126087746019e-05,0.7999838562830065,3.000126087746019e-05,0.7999962094847423,3.000126087746019e-05,0.7999954755748109
3.000126462609155e-05,0.7999684931218902,3.000126462609155e-05,0.7999777897630583,3.000126462609155e-05,0.7999947952222866,3.000126462609155e-05,0.7999927054264984
3.000126910238363e-05,0.7999550641319622,3.000126910238363e-05,0.7999697469397125,3.000126910238363e-05,0.7999915505752868,3.000126910238363e-05,0.7999882141578228
3.000127414682604e-05,0.7999437928249868,3.000127414682604e-05,0.7999637986049968,3.000127414682604e-05,0.7999897598323686,3.000127414682604e-05,0.7999852312618114
3.000128075600149e-05,0.7999692773002954,3.000128075600149e-05,0.7999906168754692,3.000128075600149e-05,0.8000038421534423,3.000128075600149e-05,0.8000028754874368
3.000128549252148e-05,0.7999893298332167,3.000128549252148e-05,0.8000049560345113,3.000128549252148e-05,0.8000075373797485,3.000128549252148e-05,0.8000096389261874
3.000129235842561e-05,0.7999907579649977,3.000129235842561e-05,0.7999976580688498,3.000129235842561e-05,0.8000002407825648,3.000129235842561e-05,0.8000023708937296
3.000129817957641e-05,0.7999837845807741,3.000129817957641e-05,0.7999902312875616,3.000129817957641e-05,0.7999980627652937,3.000129817957641e-05,0.7999986428521622
3.000130633397186e-05,0.7999787700875192,3.000130633397186e-05,0.7999887563908017,3.000130633397186e-05,0.7999997539808706,3.000130633397186e-05,0.799999171414533
3.000132031213597e-05,0.7999791646999637,3.000132031213597e-05,0.7999903862721246,3.000132031213597e-05,0.8000003032146598,3.000132031213597e-05,0.7999999825404687
3.000134206482687e-05,0.7999813008992173,3.000134206482687e-05,0.7999908319323468,3.000134206482687e-05,0.7999994810558626,3.000134206482687e-05,0.7999996346658991
3.000137287072926e-05,0.79998173556193,3.000137287072926e-05,0.7999908651474216,3.000137287072926e-05,0.7999996087144929,3.000137287072926e-05,0.7999996125135117
3.000142013967279e-05,0.7999828191175833,3.000142013967279e-05,0.7999915056206218,3.000142013967279e-05,0.7999998509972136,3.000142013967279e-05,0.7999998003106106
3.000151467755985e-05,0.7999847973134923,3.000151467755985e-05,0.7999921678447136,3.000151467755985e-05,0.7999997524608141,3.000151467755985e-05,0.799999718155379
3.000170375333397e-05,0.799987640941927,3.000170375333397e-05,0.7999933113111589,3.000170375333397e-05,0.799999729068034,3.000170375333397e-05,0.7999997025625535
3.000208190488221e-05,0.7999910160062198,3.000208190488221e-05,0.7999948433472056,3.000208190488221e-05,0.799999738107628,3.000208190488221e-05,0.7999997074609578
3.00028382079787e-05,0.7999940974172901,3.00028382079787e-05,0.7999964015397386,3.00028382079787e-05,0.7999997387144931,3.00028382079787e-05,0.7999997071739061
3.000409349539504e-05,0.7999962222934689,3.000409349539504e-05,0.7999975780769992,3.000409349539504e-05,0.79999973831091,3.000409349539504e-05,0.7999997071302729
3.000596991261577e-05,0.79999738375247,3.000596991261577e-05,0.7999982771072736,3.000596991261577e-05,0.7999997385846903,3.000596991261577e-05,0.7999997075743905
3.000914582328405e-05,0.799998217320649,3.000914582328405e-05,0.7999987841688982,3.000914582328405e-05,0.7999997388478003,3.000914582328405e-05,0.799999707972461
3.00140048225439e-05,0.799998613450283,3.00140048225439e-05,0.7999990590671335,3.00140048225439e-05,0.7999997391132402,3.00140048225439e-05,0.7999997083793
3.002270923388962e-05,0.7999991074960339,3.002270923388962e-05,0.7999993515977246,3.002270923388962e-05,0.7999997392563106,3.002270923388962e-05,0.7999997086035084
3.00361081830828e-05,0.7999990319225367,3.00361081830828e-05,0.7999993230281847,3.00361081830828e-05,0.7999997393195725,3.00361081830828e-05,0.7999997087030795
3.005137760645626e-05,0.7999992368276059,3.005137760645626e-05,0.7999994499067026,3.005137760645626e-05,0.7999997393930433,3.005137760645626e-05,0.7999997088188662
3.00705193988363e-05,0.7999992789380721,3.00705193988363e-05,0.7999994789076413,3.00705193988363e-05,0.7999997394147383,3.00705193988363e-05,0.7999997088552984
3.009521886010834e-05,0.7999993325949072,3.009521886010834e-05,0.7999995127177654,3.009521886010834e-05,0.799999739444209,3.009521886010834e-05,0.7999997089043142
3.012789446120453e-05,0.799999358971958,3.012789446120453e-05,0.7999995310266168,3.012789446120453e-05,0.7999997394609382,3.012789446120453e-05,0.799999708934768
3.019053072048279e-05,0.7999993893682993,3.019053072048279e-05,0.7999995518019467,3.019053072048279e-05,0.7999997394809698,3.019053072048279e-05,0.7999997089741877
3.029110907295137e-05,0.7999994001398867,3.029110907295137e-05,0.7999995630818822,3.029110907295137e-05,0.7999997394931604,3.029110907295137e-05,0.7999997090059007
3.049226577788854e-05,0.7999994201584373,3.049226577788854e-05,0.7999995771238806,3.049226577788854e-05,0.7999997395054382,3.049226577788854e-05,0.7999997090484011
3.05e-05,0.7999994051949513,3.05e-05,0.7999995739048584,3.05e-05,0.7999997395030373,3.05e-05,0.7999997090455453
3.050000834375e-05,0.7999844987528381,3.050000834375e-05,0.7999993451990187,3.050000834375e-05,0.7999996793063329,3.050000834375e-05,0.7999996206945195
3.050002503125e-05,0.8000007615693604,3.050002503125e-05,0.799999661291186,3.050002503125e-05,0.7999997084601327,3.050002503125e-05,0.7999996543247585
3.050005840625e-05,0.8000029969181193,3.050005840625e-05,0.7999994416666015,3.050005840625e-05,0.7999997022527532,3.050005840625e-05,0.7999996514644887
3.050012515625001e-05,0.7999960770678134,3.050012515625001e-05,0.7999994630770242,3.050012515625001e-05,0.7999996945244502,3.050012515625001e-05,0.799999640224901
3.050025865625002e-05,0.7999985004545369,3.050025865625002e-05,0.799999474392465,3.050025865625002e-05,0.7999996978638134,3.050025865625002e-05,0.7999996446536367
3.050032540625002e-05,0.8000068060423823,3.050032540625002e-05,0.7999994658988102,3.050032540625002e-05,0.7999997002520716,3.050032540625002e-05,0.7999996485692682
3.050035878125002e-05,0.8000205280628263,3.050035878125002e-05,0.799999485804184,3.050035878125002e-05,0.7999997033784099,3.050035878125002e-05,0.7999996533213189
3.050042553125003e-05,0.800139698828699,3.050042553125003e-05,0.7999996127999237,3.050042553125003e-05,0.7999997312215951,3.050042553125003e-05,0.7999996959651851
3.050045163117362e-05,0.8003046086809689,3.050045163117362e-05,0.7999998286257188,3.050045163117362e-05,0.7999997704542509,3.050045163117362e-05,0.7999997559828095
3.050050383102081e-05,0.8021802664476438,3.050050383102081e-05,0.8000022700323807,3.050050383102081e-05,0.8000001538326578,3.050050383102081e-05,0.8000003422486232
3.050051714281506e-05,0.8036811160834765,3.050051714281506e-05,0.8000049435518701,3.050051714281506e-05,0.8000003813882756,3.050051714281506e-05,0.8000006904962378
3.050054376640357e-05,0.7974793461872609,3.050054376640357e-05,0.7999737292495376,3.050054376640357e-05,0.8000004489126218,3.050054376640357e-05,0.8000008176871987
3.050055566341692e-05,0.728460737349664,3.050055566341692e-05,0.7996549688054677,3.050055566341692e-05,0.7999982026748256,3.050055566341692e-05,0.7999974984318609
3.050056099403397e-05,0.6715779379355047,3.050056099403397e-05,0.7993471681002002,3.050056099403397e-05,0.7999960277671585,3.050056099403397e-05,0.7999943283874491
3.050057165526806e-05,0.4684368717386019,3.050057165526806e-05,0.7985888028108472,3.050057165526806e-05,0.7999933452094827,3.050057165526806e-05,0.7999899564427749
3.050057834571625e-05,0.3021352762173369,3.050057834571625e-05,0.7989980384159998,3.050057834571625e-05,0.8000000323312813,3.050057834571625e-05,0.7999988287555708
3.050057977425548e-05,0.2676763246389653,3.050057977425548e-05,0.7993521059836478,3.050057977425548e-05,0.8000028072567588,3.050057977425548e-05,0.8000028220457635
3.050058263133393e-05,0.2048260580663486,3.050058263133393e-05,0.8002930940449453,3.050058263133393e-05,0.8000083798658555,3.050058263133393e-05,0.8000112726828847
3.050058330880224e-05,0.1915246651251377,3.050058330880224e-05,0.8005460240183101,3.050058330880224e-05,0.8000090920674037,3.050058330880224e-05,0.8000125951439233
3.050058466373887e-05,0.1654825721170882,3.050058466373887e-05,0.8009754567106006,3.050058466373887e-05,0.800007435889085,3.050058466373887e-05,0.8000114216708935
3.050058730298089e-05,0.1138560019037128,3.050058730298089e-05,0.8012909779792463,3.050058730298089e-05,0.7999983949104921,3.050058730298089e-05,0.8000002803796649
3.050059004954424e-05,0.06602016726966965,3.050059004954424e-05,0.8020596225184478,3.050059004954424e-05,0.7999968058422678,3.050059004954424e-05,0.7999963447894213
3.050059446587977e-05,0.02449929500763884,3.050059446587977e-05,0.8049372881492343,3.050059446587977e-05,0.8000047911731565,3.050059446587977e-05,0.8000059002224742
3.05005984458903e-05,0.01371894183634555,3.05005984458903e-05,0.8076081310644526,3.05005984458903e-05,0.8000069241970726,3.05005984458903e-05,0.8000104696861089
3.050060379963054e-05,0.01163982846955072,3.050060379963054e-05,0.8102725629578891,3.050060379963054e-05,0.8000066474883039,3.050060379963054e-05,0.8000108482392131
3.050061058801517e-05,0.009584153891178735,3.050061058801517e-05,0.8136425543752914,3.050061058801517e-05,0.8000034746949006,3.050061058801517e-05,0.8000060225752974
3.050061705178885e-05,0.01114394473158959,3.050061705178885e-05,0.8179127357227735,3.050061705178885e-05,0.8000065623863039,3.050061705178885e-05,0.8000099007444339
3.050062699744515e-05,0.01066770301746686,3.050062699744515e-05,0.7870007969623066,3.050062699744515e-05,0.7999970659767318,3.050062699744515e-05,0.7999975814133494
3.050063830164033e-05,0.00656018020877617,3.050063830164033e-05,0.5768231871025703,3.050063830164033e-05,0.7999798885766388,3.050063830164033e-05,0.7999710355548193
3.050064110015728e-05,0.005152794921103045,3.050064110015728e-05,0.4975946520444932,3.050064110015728e-05,0.7999776318128465,3.050064110015728e-05,0.7999664319429411
3.050064249941576e-05,0.004607513106568405,3.050064249941576e-05,0.4561981795359283,3.050064249941576e-05,0.7999800470070408,3.050064249941576e-05,0.7999684433236327
3.050064529793272e-05,0.00389239958395891,3.050064529793272e-05,0.373348605127775,3.050064529793272e-05,0.7999900976402481,3.050064529793272e-05,0.7999797276519373
3.050064927830283e-05,0.003653672671604899,3.050064927830283e-05,0.2654408646722926,3.050064927830283e-05,0.8000138484193833,3.050064927830283e-05,0.8000104123318055
3.050065039339446e-05,0.003667243476511576,3.050065039339446e-05,0.2368981570849276,3.050065039339446e-05,0.8000200808944695,3.050065039339446e-05,0.8000181769972872
3.050065262357773e-05,0.003378407503499113,3.050065262357773e-05,0.1776627925640316,3.050065262357773e-05,0.8000328090138213,3.050065262357773e-05,0.8000311736970418
3.050065554455929e-05,0.003363243391465468,3.050065554455929e-05,0.1066860398759937,3.050065554455929e-05,0.8000515965134902,3.050065554455929e-05,0.8000560636011891
3.050065930926208e-05,0.005049191436061544,3.050065930926208e-05,0.05366897891869358,3.050065930926208e-05,0.800053354995375,3.050065930926208e-05,0.8000761875782373
3.050066326692275e-05,0.006852683226847783,3.050066326692275e-05,0.0299823856917573,3.050066326692275e-05,0.7999927175905657,3.050066326692275e-05,0.8000262030837082
3.050066404641894e-05,0.006997235131865534,3.050066404641894e-05,0.02733862295596426,3.050066404641894e-05,0.7999816638291966,3.050066404641894e-05,0.8000150104715609
3.050066560541131e-05,0.007154283975938828,3.050066560541131e-05,0.02339058967234853,3.050066560541131e-05,0.7999742515509553,3.050066560541131e-05,0.800003624728835
3.050066781400785e-05,0.007146499904753217,3.050066781400785e-05,0.01903237792696555,3.050066781400785e-05,0.7999849140816415,3.050066781400785e-05,0.8000001229557868
3.050067074023998e-05,0.006837648990699924,3.050067074023998e-05,0.01481922641874411,3.050067074023998e-05,0.8000083930535691,3.050067074023998e-05,0.8000047094567534
3.050067368292148e-05,0.006412288687531012,3.050067368292148e-05,0.01218610083025452,3.050067368292148e-05,0.800016257085071,3.050067368292148e-05,0.8000074692031972
3.050067912244443e-05,0.005364025268438909,3.050067912244443e-05,0.009506110441260641,3.050067912244443e-05,0.7999950026637804,3.050067912244443e-05,0.7999864152640876
3.050068381580484e-05,0.004402081414391118,3.050068381580484e-05,0.007935673742961993,3.050068381580484e-05,0.7999860459972608,3.050068381580484e-05,0.7999731853525648
3.050068511404589e-05,0.004147811152706412,3.050068511404589e-05,0.007690593213294325,3.050068511404589e-05,0.7999914700904327,3.050068511404589e-05,0.7999772131457062
3.050068771052799e-05,0.00367569075452524,3.050068771052799e-05,0.007354804801317989,3.050068771052799e-05,0.8000008645757408,3.050068771052799e-05,0.7999826621589033
3.050069184196843e-05,0.002940358355569951,3.050069184196843e-05,0.006246894927283058,3.050069184196843e-05,0.7999895440297132,3.050069184196843e-05,0.7999715449779735
3.050069540837223e-05,0.002388031538138326,3.050069540837223e-05,0.004787770358176382,3.050069540837223e-05,0.7999749645887753,3.050069540837223e-05,0.7999647280800067
3.050070046459782e-05,0.001826196548535969,3.050070046459782e-05,0.003099215897751125,3.050070046459782e-05,0.7999729455505434,3.050070046459782e-05,0.7999733947748949
3.050070173905312e-05,0.001725465659889633,3.050070173905312e-05,0.002874369511255836,3.050070173905312e-05,0.7999781859619606,3.050070173905312e-05,0.7999782918696843
3.05007042879637e-05,0.001542399818472993,3.05007042879637e-05,0.002478460976486292,3.05007042879637e-05,0.79999219595839,3.05007042879637e-05,0.7999913736228957
3.05007070644757e-05,0.001360462795978434,3.05007070644757e-05,0.002103772961681898,3.05007070644757e-05,0.7999912526640223,3.05007070644757e-05,0.8000023817370648
3.050071036201146e-05,0.001179694976634087,3.050071036201146e-05,0.001795496607881677,3.050071036201146e-05,0.799973385082735,3.050071036201146e-05,0.8000051957897771
3.050071369373277e-05,0.001044849008376513,3.050071369373277e-05,0.001721566444519382,3.050071369373277e-05,0.7999781610965462,3.050071369373277e-05,0.8000081918317262
3.050071857185663e-05,0.0008697012669173137,3.050071857185663e-05,0.001722293857873359,3.050071857185663e-05,0.8000220223348736,3.050071857185663e-05,0.8000135441895729
3.050072299030233e-05,0.0007099566766295842,3.050072299030233e-05,0.001508382199600279,3.050072299030233e-05,0.8000338576207817,3.050072299030233e-05,0.8000178071767718
3.050072776032959e-05,0.0005714149089355064,3.050072776032959e-05,0.001205054502873099,3.050072776032959e-05,0.8000182649672701,3.050072776032959e-05,0.800023114074391
3.050073307393552e-05,0.0004396288149992127,3.050073307393552e-05,0.0007900917882226054,3.050073307393552e-05,0.7999954738080702,3.050073307393552e-05,0.8000107723765565
3.050073448489459e-05,0.0004124532161084527,3.050073448489459e-05,0.000657857028693106,3.050073448489459e-05,0.7999941862283242,3.050073448489459e-05,0.8000095064808115
3.050073730681271e-05,0.0003705974461341618,3.050073730681271e-05,0.0003916992766683883,3.050073730681271e-05,0.7999989168452908,3.050073730681271e-05,0.800010736482617
3.050074076295531e-05,0.0003182099902592191,3.050074076295531e-05,7.379691841560019e-05,3.050074076295531e-05,0.7999987012013553,3.050074076295531e-05,0.8000010585954226
3.050074393916134e-05,0.0002716795072698736,3.050074393916134e-05,-0.0001333825718689881,3.050074393916134e-05,0.7999952462188047,3.050074393916134e-05,0.7999888340925925
3.050074505396806e-05,0.0002582262694240094,3.050074505396806e-05,-0.0001778055991507923,3.050074505396806e-05,0.7999946645422333,3.050074505396806e-05,0.7999857846279622
3.050074561137143e-05,0.0002546594698558095,3.050074561137143e-05,-0.0001872983554387153,3.050074561137143e-05,0.7999960810826484,3.050074561137143e-05,0.7999864991511579
3.050074672617815e-05,0.0002489926258577998,3.050074672617815e-05,-0.0001922448468459018,3.050074672617815e-05,0.799998596712632,3.050074672617815e-05,0.7999883838289278
3.050074895579161e-05,0.000233892204881202,3.050074895579161e-05,-0.000186301828034433,3.050074895579161e-05,0.7999999682031959,3.050074895579161e-05,0.7999884175823626
3.050075007059833e-05,0.0002246258975478812,3.050075007059833e-05,-0.0001733248744724629,3.050075007059833e-05,0.79999964812271,3.050075007059833e-05,0.7999866744574856
3.050075230021179e-05,0.0002110348768716299,3.050075230021179e-05,-8.990244898746176e-05,3.050075230021179e-05,0.8000016510990844,3.050075230021179e-05,0.7999851816570719
3.050075639815519e-05,0.0002005658013016698,3.050075639815519e-05,0.000170387706059034,3.050075639815519e-05,0.8000086614134858,3.050075639815519e-05,0.7999923409456032
3.050075993511556e-05,0.0001871546240813705,3.050075993511556e-05,0.0003041366439208245,3.050075993511556e-05,0.8000074889102734,3.050075993511556e-05,0.7999984186698736
3.050076426717558e-05,0.0001553044828085512,3.050076426717558e-05,0.0003155917661668206,3.050076426717558e-05,0.7999946275632198,3.050076426717558e-05,0.7999944431618449
3.050076551326195e-05,0.0001462374807287388,3.050076551326195e-05,0.0003159234171607388,3.050076551326195e-05,0.7999909981267617,3.050076551326195e-05,0.799991533311632
3.05007680054347e-05,0.0001321362540452285,3.05007680054347e-05,0.0003476830512732183,3.05007680054347e-05,0.7999867255871087,3.05007680054347e-05,0.7999867595062828
3.05007715557634e-05,0.0001252355935401243,3.05007715557634e-05,0.0004361084610971249,3.05007715557634e-05,0.799989881243806,3.05007715557634e-05,0.7999895962585925
3.050077627402088e-05,0.000126239984526044,3.050077627402088e-05,0.0004943347066218121,3.050077627402088e-05,0.7999998181727116,3.050077627402088e-05,0.8000012215561714
3.050078082922263e-05,0.0001185290372791896,3.050078082922263e-05,0.0003629375667332204,3.050078082922263e-05,0.8000022086964185,3.050078082922263e-05,0.8000046819430279
